1000_1221_0,NaN
1000_1381_0,-0.347499
1000_1382_0,-1.397877
1000_1383_0,-0.369546
1000_1384_0,-2.886274
1000_1474_0,-0.015995
1000_1543_0,NaN
1000_1597_0,-0.262440
1000_1598_0,-0.262440
1000_1708_0,-0.262440
1000_1714_0,6.669816
1000_1715_0,-0.262440
1000_1716_0,-0.262440
1000_1717_0,-1.012909
1000_1718_0,-1.464929
1000_1719_0,-2.181367
1000_1720_0,6.669816
1000_1721_0,7.564214
1000_1722_0,-3.125977
1000_1723_0,-0.262440
1000_1806_0,6.794397
1000_2157_1,10.473921
1001_1255_0,5.224033
1001_1257_0,4.421101
1001_1610_0,-1.788193
1001_1620_0,6.087433
1001_1666_0,-0.084950
1001_1688_0,5.893929
1001_1689_0,10.250302
1001_1701_1,-0.587098
1001_1730_0,-1.531132
1001_1809_0,-0.450443
1001_2030_0,5.803490
1001_2094_0,-1.679795
1002_1500_0,8.868664
1002_1557_0,-1.865765
1002_1618_0,-0.627275
1002_1625_0,-1.320633
1002_1744_0,-2.254086
1002_1818_0,4.956728
1002_1956_0,-0.918375
1002_2018_0,-0.341153
1002_2049_0,-1.666298
1002_2099_0,5.593606
1002_2140_1,-0.522587
1003_1149_0,-2.262993
1003_1187_0,-1.472497
1003_1328_0,-1.052594
1003_1331_1,7.745675
1003_1342_0,5.976056
1003_1440_0,-1.227045
1003_1737_0,6.304779
1004_1084_0,-0.282887
1004_1086_0,-0.962935
1004_1095_0,-0.962935
1004_1108_0,-0.887648
1004_1173_0,-1.529345
1004_1175_1,11.343004
1004_1423_0,-2.025637
1005_1195_0,-2.619108
1005_1578_1,11.644674
1005_1703_0,7.114006
1005_1710_0,-2.519540
1005_1751_0,6.017308
1005_1752_0,6.450312
1005_1753_0,6.017308
1005_1754_0,6.450312
1006_1446_0,6.828183
1006_1695_0,6.828183
1006_2135_1,5.964343
1007_1216_0,-1.275320
1007_2173_1,4.509604
1008_1297_0,-1.140774
1008_1333_1,-0.359202
1008_1398_0,-1.140774
1008_1399_0,0.379576
1008_1400_0,-1.164406
1008_1435_0,-1.241375
1008_1458_0,-1.662168
1008_1506_0,3.863248
1008_1535_0,-1.140774
1008_1999_0,6.096440
1009_1933_0,-0.404788
1009_2080_1,1.209785
100_1100_1,12.682234
100_1102_0,-0.779373
1010_1142_0,7.293158
1010_1170_0,5.030176
1010_1410_0,5.224033
1010_1648_0,-1.424897
1010_1665_1,13.207572
1010_2120_0,-1.254461
1011_1332_0,-2.241457
1011_1636_0,-0.982689
1011_1648_0,5.667937
1011_1661_0,-0.982689
1011_1662_0,-0.982689
1011_2060_0,-1.062929
1011_2061_0,-1.062929
1011_2124_1,2.673891
1012_1222_0,6.297798
1012_1381_0,5.670882
1012_1382_0,-0.347499
1012_1383_0,-0.369546
1012_1384_0,-1.397877
1012_1474_0,-0.015995
1012_1543_0,-2.886274
1012_1597_0,-1.133369
1012_1598_0,-1.133369
1012_1708_0,-1.133369
1012_1714_0,-0.765513
1012_1715_0,-1.133369
1012_1716_0,-1.133369
1012_1717_0,5.260710
1012_1718_0,-1.400495
1012_1719_0,-1.464929
1012_1720_0,6.208930
1012_1721_0,7.072715
1012_1722_0,-2.181367
1012_1723_0,-1.133369
1012_1806_1,8.375984
1012_2157_0,-0.086401
1013_1326_0,0.189111
1013_1608_0,-1.065682
1013_2010_1,7.344404
1014_1465_0,6.828183
1014_1884_1,11.641234
1015_1332_0,6.304779
1015_1743_0,-1.666298
1015_1818_0,-1.763042
1015_1956_0,-1.112708
1015_2141_1,-1.052594
1016_1234_0,5.478707
1016_1371_0,5.683566
1016_1415_0,6.178213
1016_1587_0,-1.015345
1016_1588_0,-1.015345
1016_1589_0,-2.056960
1016_1590_0,-1.015345
1016_1591_0,-2.056960
1016_1592_0,-2.056960
1016_1593_0,-1.063656
1016_1623_0,-3.551911
1016_1735_0,-0.634002
1016_1736_0,-0.634002
1016_1818_0,1.967751
1016_2042_0,-1.530766
1016_2043_0,-1.251535
1016_2062_0,6.859672
1016_2073_0,-3.551911
1016_2074_0,-3.551911
1016_2163_1,-1.112708
1017_2051_1,5.800778
1017_2057_0,-1.541599
1017_2058_0,6.295884
1017_2162_0,6.295884
1018_1594_0,5.683566
1018_1635_0,-1.098829
1018_1657_0,-0.799842
1018_1671_0,-0.037601
1018_2004_0,5.904808
1018_2125_1,4.133321
1019_1163_0,-1.709220
1019_1192_0,-1.709220
1019_1197_0,-0.779373
1019_1253_0,0.902276
1019_1254_0,-0.637603
1019_1424_0,-1.709220
1019_1521_0,6.138047
1019_1562_0,-1.750793
1019_1567_1,9.598111
1019_1571_0,0.084856
1019_1895_0,-1.480392
101_1084_0,-0.282887
101_1086_0,-0.962935
101_1095_0,-0.779373
101_1108_1,1.335506
101_1173_0,-1.529345
101_1175_0,6.030681
101_1423_0,2.215563
1020_1100_0,-1.626033
1020_1102_0,-1.711682
1020_1163_0,6.138047
1020_1192_0,5.644408
1020_1197_0,6.138047
1020_1253_0,-1.985340
1020_1254_0,-1.709220
1020_1424_0,-1.112226
1020_1521_1,4.991182
1020_1562_0,-1.709220
1020_1567_0,6.138047
1020_1571_0,0.084856
1020_1895_0,5.033197
1021_1163_0,-0.906134
