1141,0.105444097988173,0.0338687870885654,0.853640794873153,0.00360670427833887,0.00343961577177039
2039,1.37716196606514E-05,0.000339010233012423,0.0798706892818671,0.907084654343469,0.0126918745219913
1176,9.30496630646111E-08,1.39826191528586E-07,0.000163722393036009,7.17999357374162E-05,0.999764244795372
1245,9.79707282338401E-08,1.15521075246134E-07,9.66008198429162E-05,0.999783474295846,0.00011971139250786
852,3.39762114203761E-05,0.000493823536232707,0.000371418644241723,0.568712096041492,0.430388685566613
778,0.00538916855146246,0.0194079925349057,0.586734182702935,0.387444856991575,0.00102379921912167
1407,0.000841636580621607,0.150342519796818,0.819096554158295,0.0296858791623349,3.34103019298307E-05
67,1.80360760330252E-07,1.65432058341281E-08,6.61883785521052E-07,2.99830330435944E-05,0.999969158179205
278,9.11423120592155E-06,1.335262656741E-05,0.100791980899063,0.898860226271187,0.000325325971976914
2382,0.00399591163872066,0.00530333517931874,0.80894934696512,0.179118439725648,0.0026329664911933
1585,0.597942490760912,0.0397834236604175,0.294555052123385,0.0122980354429752,0.0554209980123104
1354,3.40781716625926E-07,2.59569759097806E-06,7.02816102426182E-05,0.99935304558505,0.000573736325399791
1648,3.5430188468976E-08,5.18960223874189E-09,1.55060099229858E-06,1.97405799883227E-06,0.999996434721218
2391,1.07333117533795E-08,6.69646195293936E-09,8.82303140011823E-08,1.78719221745738E-06,0.999998107147695
745,1.52994011785933E-05,2.9163341349721E-06,0.0177313356257443,0.944950724779866,0.0372997238590767
426,2.09820101188688E-07,2.69940287732763E-08,3.37527432969745E-07,7.30585835387186E-06,0.999992119800083
2141,0.00496474303901169,0.2344911424726,0.753029914022995,0.00727328866652814,0.000240911798865457
2072,0.173928790064452,0.00136688748099835,0.0168669934033219,0.239813539300552,0.568023789750676
2176,1.20533359998917E-06,4.40090669302021E-08,1.84320368496914E-06,1.14597077363997E-05,0.999985447745912
456,0.00143900101499134,0.0210959422911831,0.962829518147072,0.0121277232958109,0.00250781525094236
2377,5.7616839374843E-06,4.82804214714984E-05,0.380108934420799,0.604953985078898,0.0148830383948941
380,4.44923091380837E-05,9.44006456983992E-06,0.00116284613132923,0.000983098833322159,0.997800122661641
2587,1.01546164728121E-07,3.82309199583324E-08,4.44939209112986E-07,3.35526386264075E-05,0.99996586264508
2385,0.939339367310626,0.0569544924032135,0.00369890925112557,1.25688191756303E-06,5.97415311734675E-06
2022,2.52697600148343E-06,3.39134223529485E-05,0.0169937613343615,0.977118696612102,0.00585110165518222
2558,1.27272835446951E-06,6.68051083113058E-07,2.69905578963001E-05,1.36161549313049E-05,0.999957452507735
2532,0.121724769198657,0.00203305018460896,0.179366195739314,0.020798120442533,0.676077864434888
2330,0.000179537211058642,8.76525179204462E-06,0.00355473349502494,0.988463243449465,0.00779372059265953
1595,0.00271647213854859,0.108833559795997,0.84740885998949,0.0113587008105058,0.029682407265458
286,0.00525028895108237,0.99257854057424,0.00217024934270471,4.58773421629671E-07,4.62358551118614E-07
1724,0.924020898926165,0.0746909089059826,0.00127322344499365,1.34976110603622E-05,1.47111179816472E-06
306,0.000251486728493235,0.0022294673915315,0.978187327058256,0.0193073811177068,2.43377040128413E-05
2065,0.00135247438951184,0.00255167646616055,0.32256919986568,0.504981492023662,0.168545157254985
651,0.000275807734703352,9.9108160524514E-05,0.0098863730932704,0.98882097715064,0.000917733860861449
174,5.73814790034421E-07,1.03767668674579E-07,3.41565484080883E-06,1.64922982422777E-05,0.999979414464458
2409,0.992682471340836,0.00246954367300149,0.00396765748731053,0.00055663269323679,0.000323694805615678
1925,1.85519747129577E-08,1.17730968657156E-08,4.25257968434258E-07,1.06968545617531E-06,0.999998474731504
436,0.00555537403183877,0.10295570787149,0.254279438655119,0.631397877267251,0.0058116021743015
2173,0.890995286686832,0.0212435774096139,0.0663093849975777,0.0191210840221526,0.00233066688382414
150,0.0362741392083838,0.0401900510921036,0.684369869109971,0.225663290295772,0.0135026502937698
424,9.80772956426358E-06,3.77491251383752E-05,0.000608119657468003,0.957634028612794,0.0417102948750349
1955,0.000900660968723704,0.985624749692555,0.0133975936028141,6.9863277690111E-05,7.13245821709028E-06
