question,worker,answer
48,2
228,2
269,0
448,2
108,0
497,3
230,1
585,2
721,2
164,3
198,2
676,2
254,3
693,0
301,3
446,3
358,3
82,2
507,2
655,0
219,1
645,2
60,2
765,2
42,0
399,0
515,1
153,2
591,1
208,1
229,0
746,3
278,2
54,0
542,2
422,3
174,3
190,3
151,3
573,3
337,3
405,2
69,2
314,0
138,2
115,2
651,3
98,2
165,0
365,1
105,1
387,1
240,2
362,1
17,3
392,1
576,0
569,2
26,3
16,0
597,2
677,1
252,2
720,1
530,3
519,2
224,0
747,1
259,2
90,1
416,3
402,1
547,3
256,1
634,0
120,0
410,0
357,0
442,3
791,3
660,2
719,0
335,0
740,1
766,0
656,3
232,3
136,1
244,1
142,2
241,0
80,1
103,1
539,1
107,3
471,1
58,3
658,3
161,2
61,3
326,2
487,3
687,3
478,3
1,3
110,2
59,1
686,0
751,0
683,2
209,2
748,0
321,0
180,3
152,1
745,3
213,1
508,2
577,2
469,1
313,3
744,2
231,1
714,1
27,3
106,3
682,1
274,2
432,2
587,1
258,3
195,3
11,0
708,3
305,1
187,3
458,0
159,1
490,2
653,3
94,3
101,2
89,0
56,1
426,1
414,3
319,2
112,0
552,0
589,1
20,1
91,1
562,1
310,1
636,3
505,1
681,0
408,1
463,1
260,2
49,2
215,0
127,3
415,2
148,2
367,1
395,1
733,0
116,3
701,2
210,2
296,0
411,1
324,3
795,1
186,2
172,2
373,2
671,2
285,0
32,1
664,2
124,2
350,1
272,3
75,3
630,3
147,3
191,1
306,1
526,0
474,0
281,0
696,0
433,0
533,3
777,3
659,3
200,3
427,3
447,0
430,2
670,2
271,3
348,2
611,3
730,2
778,1
308,1
464,2
782,2
234,1
429,2
223,2
555,2
290,1
431,3
255,2
233,1
793,2
168,0
221,3
504,0
386,2
185,3
393,0
741,0
167,0
586,0
227,3
640,0
66,3
36,3
178,3
570,2
643,1
689,3
263,0
785,0
424,1
657,3
451,3
544,0
528,3
162,1
43,3
761,2
641,2
302,0
479,3
758,3
783,2
737,1
621,0
673,0
500,2
581,2
457,3
690,3
438,3
776,1
710,3
341,3
291,3
361,2
9,0
441,3
257,0
73,1
169,1
750,1
452,2
602,2
380,0
726,3
801,2
183,3
788,2
323,2
511,0
397,2
420,1
117,2
481,1
665,1
111,3
797,3
624,1
381,3
273,3
709,1
787,1
284,1
644,1
346,2
477,0
638,2
674,3
738,3
524,3
114,2
181,3
154,0
356,0
363,3
642,0
513,0
439,1
329,3
202,2
482,3
247,2
366,3
540,3
160,1
12,1
349,1
214,1
486,2
455,3
99,0
246,3
245,3
616,0
92,0
578,3
37,3
739,2
650,2
155,2
580,3
87,1
118,2
529,2
684,0
287,0
667,0
483,3
237,1
517,3
8,0
572,1
802,1
473,1
88,1
567,1
86,0
564,2
85,1
64,2
226,2
72,3
248,2
543,0
480,0
603,3
197,3
790,0
262,2
786,0
194,0
334,3
679,0
268,2
2,2
303,3
217,1
7,0
97,1
332,2
130,1
199,3
50,1
403,1
718,2
45,0
412,3
631,2
743,3
428,0
633,3
119,0
637,1
763,1
121,0
383,1
685,1
204,1
717,3
606,1
74,1
532,3
192,3
705,2
774,0
609,0
235,2
51,2
753,0
171,2
57,3
773,3
137,3
449,3
211,0
394,3
476,0
654,1
379,2
238,2
625,2
485,2
173,1
377,2
771,2
102,1
770,3
510,3
304,1
250,3
728,0
561,1
398,1
282,1
47,1
789,3
724,2
792,3
525,1
523,0
531,3
764,2
342,3
695,3
31,2
713,3
509,3
593,1
266,1
184,3
385,2
632,3
388,1
560,1
435,0
520,0
63,1
503,3
391,3
311,3
389,2
499,3
796,3
104,2
243,1
125,0
128,3
212,1
666,0
406,1
762,3
512,0
768,2
113,3
126,2
129,2
772,1
807,0
140,0
39,3
461,3
35,3
222,2
711,1
30,1
44,2
460,1
627,2
24,1
423,0
353,2
804,2
360,0
144,1
