1005,51.030689,11.905993,5.969311,45.094007
1023,60.936681,2.000000,29.063319,22.000000
1721,30.003669,32.933012,40.996331,10.066988
1722,38.002974,24.933707,30.997026,20.066293
1723,39.972971,22.963710,4.027029,47.036290
1724,49.905993,13.030689,32.094007,18.969311
1725,11.000000,51.936681,5.000000,46.063319
1726,58.002974,4.933707,23.997026,27.066293
1727,49.999305,12.937376,18.000695,33.062624
1730,57.936672,5.000010,7.063328,43.999990
1731,56.002974,6.933707,43.997026,7.066293
1733,57.936680,5.000001,34.063320,16.999999
1734,51.999307,10.937375,21.000693,30.062625
1737,29.936682,33.000000,42.063318,9.000000
1738,50.936681,12.000000,22.063319,29.000000
1740,41.936681,21.000000,44.063319,7.000000
1741,55.936681,7.000000,36.063319,15.000000
1742,59.936679,3.000003,12.063321,38.999997
1743,51.936682,11.000000,44.063318,7.000000
175,19.000001,43.936680,6.999999,44.063320
1750,51.933706,11.002975,5.066294,45.997025
1755,53.963710,8.972971,44.036290,7.027029
1756,60.936673,2.000008,28.063327,22.999992
1757,55.933012,7.003669,15.066988,35.996331
1758,47.905993,15.030689,34.094007,16.969311
1759,57.936681,5.000000,23.063319,28.000000
1760,55.936680,7.000001,40.063320,10.999999
1761,30.937377,31.999305,28.062623,23.000695
1762,58.972278,3.964404,20.027722,31.035596
1763,58.972284,3.964397,38.027716,13.035603
1764,56.937367,5.999314,19.062633,32.000686
1765,60.936681,2.000000,25.063319,26.000000
1766,56.905992,6.030690,35.094008,15.969310
335,10.030689,52.905993,10.969311,40.094007
39,60.936679,2.000003,20.063321,30.999997
866,27.933019,35.003663,12.066981,38.996337
885,6.000000,56.936681,8.000000,43.063319
896,17.000000,45.936682,5.000000,46.063318
97,40.964403,21.972279,24.035597,27.027721
