11573,0.000000,1.000000
11574,0.000000,1.000000
11575,0.000000,1.000000
11577,0.004629,0.995371
11578,0.000000,1.000000
11579,0.000000,1.000000
11580,0.000000,1.000000
11583,0.000000,1.000000
11585,0.000000,1.000000
11588,0.367600,0.632400
11594,0.000000,1.000000
11596,0.000000,1.000000
11600,0.000000,1.000000
11601,0.000000,1.000000
11602,0.999916,0.000084
11604,0.000000,1.000000
11612,0.020778,0.979222
11615,0.999895,0.000105
11617,0.000000,1.000000
11618,0.000000,1.000000
11619,0.000000,1.000000
11626,0.000000,1.000000
11628,0.000000,1.000000
11629,0.000000,1.000000
11630,0.000000,1.000000
11637,0.000001,0.999999
11641,0.000000,1.000000
11642,0.000102,0.999898
11644,0.000451,0.999549
11645,0.000001,0.999999
11646,0.000000,1.000000
11653,0.000000,1.000000
11655,0.000006,0.999994
11656,0.000000,1.000000
11657,0.000001,0.999999
11658,1.000000,0.000000
11661,0.000000,1.000000
11663,0.000158,0.999842
11672,0.980166,0.019834
11673,0.000001,0.999999
11680,0.000000,1.000000
11685,0.000000,1.000000
11692,1.000000,0.000000
11693,0.000000,1.000000
11694,0.000000,1.000000
11696,0.991815,0.008185
11697,0.000000,1.000000
11705,0.000000,1.000000
12382,0.000295,0.999705
14988,0.954180,0.045820
36618,0.999999,0.000001
36620,1.000000,0.000000
36621,1.000000,0.000000
36622,0.999999,0.000001
36623,0.999944,0.000056
36624,0.260995,0.739005
36627,1.000000,0.000000
36632,1.000000,0.000000
36633,0.000000,1.000000
36636,1.000000,0.000000
36638,1.000000,0.000000
36640,1.000000,0.000000
36641,1.000000,0.000000
36643,1.000000,0.000000
36644,1.000000,0.000000
36645,0.999999,0.000001
36652,1.000000,0.000000
36656,1.000000,0.000000
36657,0.000000,1.000000
36664,1.000000,0.000000
36665,1.000000,0.000000
36666,1.000000,0.000000
36673,1.000000,0.000000
36674,1.000000,0.000000
36675,1.000000,0.000000
36676,1.000000,0.000000
36678,1.000000,0.000000
36679,1.000000,0.000000
36680,1.000000,0.000000
36683,1.000000,0.000000
36691,1.000000,0.000000
36693,0.999986,0.000014
36696,0.990898,0.009102
36697,1.000000,0.000000
36701,1.000000,0.000000
36931,1.000000,0.000000
36932,1.000000,0.000000
36933,1.000000,0.000000
36934,1.000000,0.000000
36935,1.000000,0.000000
36936,0.999895,0.000105
36937,1.000000,0.000000
36939,1.000000,0.000000
36940,1.000000,0.000000
36941,1.000000,0.000000
36942,1.000000,0.000000
36943,1.000000,0.000000
36947,0.999994,0.000006
36948,0.000000,1.000000
36949,1.000000,0.000000
36952,1.000000,0.000000
36953,1.000000,0.000000
36959,1.000000,0.000000
36960,0.999982,0.000018
36961,1.000000,0.000000
36962,1.000000,0.000000
36963,1.000000,0.000000
36964,1.000000,0.000000
