1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
1	3
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
2	2
3	1
3	1
3	1
3	1
3	1
3	1
3	1
3	1
3	1
3	1
4	0
4	0
4	0
4	0
4	0
4	0
4	0
4	0
4	0
4	0
5	3
5	3
5	3
5	3
5	3
5	3
5	3
5	3
5	3
5	3
6	2
6	2
6	2
6	2
6	2
6	2
6	2
6	2
6	2
6	2
7	0
7	0
7	0
7	0
7	0
7	0
7	0
7	0
7	0
7	0
8	0
8	0
8	0
8	0
8	0
8	0
8	0
8	0
8	0
8	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
9	0
10	0
10	0
10	0
10	0
10	0
10	0
10	0
10	0
10	0
10	0
11	0
11	0
11	0
11	0
11	0
11	0
11	0
11	0
11	0
11	0
12	1
12	1
12	1
12	1
12	1
12	1
12	1
12	1
12	1
12	1
13	3
13	3
13	3
13	3
13	3
13	3
13	3
13	3
13	3
13	3
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
14	1
15	3
15	3
15	3
15	3
15	3
15	3
15	3
15	3
15	3
15	3
16	0
16	0
16	0
16	0
16	0
16	0
16	0
16	0
16	0
16	0
17	3
17	3
17	3
17	3
17	3
17	3
17	3
17	3
17	3
17	3
18	1
18	1
18	1
18	1
18	1
18	1
18	1
18	1
18	1
18	1
19	1
19	1
19	1
19	1
19	1
19	1
19	1
19	1
19	1
19	1
20	1
20	1
20	1
20	1
20	1
20	1
20	1
20	1
20	1
20	1
21	2
21	2
21	2
21	2
21	2
21	2
21	2
21	2
21	2
21	2
22	3
22	3
22	3
22	3
22	3
22	3
22	3
22	3
22	3
22	3
23	0
23	0
23	0
23	0
23	0
23	0
23	0
23	0
23	0
23	0
24	1
24	1
24	1
24	1
24	1
24	1
24	1
24	1
24	1
24	1
25	2
25	2
25	2
25	2
25	2
25	2
25	2
25	2
25	2
25	2
26	3
26	3
26	3
26	3
26	3
26	3
26	3
26	3
26	3
26	3
27	3
27	3
27	3
27	3
27	3
27	3
27	3
27	3
27	3
27	3
28	2
28	2
28	2
28	2
28	2
28	2
28	2
28	2
28	2
28	2
29	3
29	3
29	3
29	3
29	3
29	3
29	3
29	3
29	3
29	3
30	1
30	1
30	1
30	1
30	1
30	1
30	1
30	1
30	1
30	1
31	2
31	2
31	2
31	2
31	2
31	2
31	2
31	2
31	2
31	2
32	1
32	1
32	1
32	1
32	1
32	1
32	1
32	1
32	1
32	1
33	0
33	0
33	0
33	0
33	0
33	0
33	0
33	0
33	0
33	0
34	0
34	0
34	0
34	0
34	0
34	0
34	0
34	0
34	0
34	0
35	3
35	3
35	3
35	3
35	3
35	3
35	3
35	3
35	3
35	3
36	3
36	3
36	3
36	3
36	3
36	3
36	3
36	3
36	3
36	3
37	3
37	3
37	3
37	3
37	3
37	3
37	3
37	3
37	3
37	3
38	2
38	2
38	2
38	2
38	2
38	2
38	2
38	2
38	2
38	2
39	3
39	3
39	3
39	3
39	3
39	3
39	3
39	3
39	3
39	3
40	2
40	2
40	2
40	2
40	2
40	2
40	2
40	2
40	2
40	2
41	2
41	2
41	2
41	2
41	2
41	2
41	2
41	2
41	2
41	2
42	0
42	0
42	0
42	0
42	0
42	0
42	0
42	0
42	0
42	0
43	3
43	3
43	3
43	3
43	3
43	3
43	3
43	3
43	3
43	3
44	2
44	2
44	2
44	2
44	2
44	2
44	2
44	2
44	2
44	2
45	0
45	0
45	0
45	0
45	0
45	0
45	0
45	0
45	0
45	0
46	0
46	0
46	0
46	0
46	0
46	0
46	0
46	0
46	0
46	0
47	1
47	1
47	1
47	1
47	1
47	1
47	1
47	1
47	1
47	1
48	2
48	2
48	2
48	2
48	2
48	2
48	2
48	2
48	2
48	2
49	2
49	2
49	2
49	2
49	2
