question,worker,answer
11580,1
36636,0
11658,1
36632,0
36621,0
36676,0
11596,1
11692,1
11577,1
11642,1
11588,1
36665,0
36645,0
36638,0
11705,1
11663,1
11694,1
36937,0
36933,0
11615,1
36652,0
36960,0
36931,0
11653,1
36697,0
11578,1
11601,1
11617,1
11579,1
36683,0
36940,0
36657,0
36620,0
36643,0
36947,0
36701,0
36624,0
36696,0
36959,0
36678,0
36962,0
11594,1
11644,1
11661,1
11685,1
36691,0
36952,0
36693,0
11574,1
11604,1
11629,1
36623,0
11696,1
36675,0
36644,0
36622,0
11573,1
11626,1
36963,0
36640,0
36673,0
36633,0
36949,0
11655,1
