question,worker,answer
491,3
102,3
28,3
420,1
111,0
193,0
191,2
212,1
52,3
338,0
565,0
397,2
240,0
279,3
512,2
63,3
531,3
169,1
355,3
124,3
520,2
50,0
130,3
68,0
356,2
129,2
165,3
408,1
386,3
181,3
38,1
21,3
329,3
152,0
571,0
20,2
145,0
263,2
527,1
221,0
374,0
435,3
421,0
320,1
276,1
546,3
216,2
39,3
289,1
417,0
80,1
568,1
164,3
332,0
387,2
567,3
201,1
287,1
582,0
161,1
112,3
60,0
154,2
62,1
23,1
155,0
331,2
59,3
126,3
2,3
27,2
148,2
119,1
377,3
184,2
562,0
399,0
322,3
250,0
569,3
79,0
258,0
347,2
91,3
206,1
502,1
511,0
180,0
86,3
83,2
137,0
64,0
42,1
274,3
370,2
530,2
167,0
487,0
447,2
396,3
340,3
44,0
557,0
32,3
583,2
461,0
84,0
346,3
484,2
498,0
125,1
225,2
579,3
280,1
227,3
456,3
171,2
312,3
211,3
501,2
196,1
431,0
473,3
477,2
242,3
481,1
533,0
104,1
440,0
114,3
402,2
281,3
542,1
499,1
107,0
457,1
581,3
443,1
519,0
89,0
66,1
378,1
127,2
71,1
554,1
56,2
229,2
82,3
16,2
548,0
523,3
5,1
277,2
187,2
360,0
382,3
97,3
65,2
190,0
25,1
109,2
404,0
284,0
507,0
208,2
415,1
566,2
140,1
363,0
349,1
526,3
403,3
327,2
72,3
394,2
400,3
153,3
12,2
342,1
357,2
33,3
359,3
486,3
430,1
543,2
110,1
303,0
393,1
92,1
218,3
424,2
203,2
40,0
485,1
500,3
195,3
433,2
160,0
136,1
362,3
253,3
294,1
538,1
198,0
135,2
254,1
391,3
264,1
503,3
4,1
379,0
317,2
9,1
220,1
278,0
371,3
540,0
300,3
536,3
333,1
497,2
528,2
34,1
549,3
185,0
204,0
547,1
545,2
310,2
141,1
47,3
458,3
416,3
