question,worker,answer
491,3
102,3
28,3
420,1
111,0
193,0
191,2
212,1
52,3
338,0
565,0
397,2
240,0
279,3
512,2
63,3
531,3
169,1
355,3
124,3
520,2
50,0
130,3
68,0
356,2
129,2
165,3
408,1
386,3
181,3
38,1
21,3
329,3
152,0
571,0
20,2
145,0
263,2
527,1
221,0
374,0
435,3
421,0
320,1
276,1
546,3
216,2
39,3
289,1
417,0
80,1
568,1
164,3
332,0
387,2
567,3
201,1
287,1
582,0
161,1
112,3
60,0
154,2
62,1
23,1
155,0
331,2
59,3
126,3
2,3
27,2
148,2
119,1
377,3
184,2
562,0
399,0
322,3
250,0
569,3
79,0
258,0
347,2
91,3
206,1
502,1
511,0
180,0
86,3
83,2
137,0
64,0
42,1
274,3
370,2
530,2
167,0
487,0
447,2
396,3
340,3
44,0
557,0
32,3
583,2
461,0
84,0
346,3
484,2
498,0
125,1
225,2
579,3
280,1
227,3
456,3
