question,worker,answer
47,0
579,3
284,0
228,49
157,0
486,4
325,0
286,2
457,0
77,0
406,22
219,5
275,0
207,0
415,0
299,70
545,17
324,32
145,0
514,8
519,12
27,0
212,9
134,15
412,3
330,60
466,3
26,6
567,56
249,30
627,50
18,0
34,20
408,29
518,57
377,5
555,12
37,17
623,-43
626,-45
74,19
10,2
87,0
615,54
442,2
352,48
255,0
407,0
57,0
269,0
320,13
247,0
122,0
142,13
61,46
202,53
667,45
436,0
277,0
273,0
607,62
166,0
378,40
22,0
630,62
243,6
58,3
343,31
591,19
101,2
619,26
469,0
472,28
675,38
308,0
620,-34
116,0
368,18
66,0
445,20
477,0
265,0
161,64
499,36
210,11
36,0
218,7
388,56
25,32
262,0
653,-28
244,17
621,32
438,0
354,4
566,16
622,31
208,75
33,32
602,-69
392,13
292,16
484,0
365,0
92,24
172,32
361,42
697,18
687,40
541,24
572,43
559,36
350,13
177,8
338,0
237,28
239,0
260,0
176,2
331,0
91,4
671,-10
175,0
498,4
69,2
491,0
433,95
322,23
589,4
156,0
450,11
317,43
234,48
429,14
381,53
411,0
644,-39
318,0
2,48
489,0
