question,worker,answer
47,0
579,3
284,0
228,49
157,0
486,4
325,0
286,2
457,0
77,0
406,22
219,5
275,0
207,0
415,0
299,70
545,17
324,32
145,0
514,8
519,12
27,0
212,9
134,15
412,3
330,60
466,3
26,6
567,56
249,30
627,50
18,0
34,20
408,29
518,57
377,5
555,12
37,17
623,-43
626,-45
74,19
10,2
87,0
615,54
442,2
352,48
255,0
407,0
57,0
269,0
320,13
247,0
122,0
142,13
61,46
202,53
667,45
436,0
277,0
273,0
607,62
166,0
378,40
22,0
630,62
243,6
58,3
343,31
591,19
101,2
619,26
469,0
472,28
675,38
308,0
620,-34
116,0
368,18
66,0
445,20
477,0
265,0
161,64
499,36
210,11
36,0
218,7
388,56
25,32
262,0
653,-28
244,17
621,32
438,0
354,4
566,16
622,31
208,75
33,32
602,-69
392,13
292,16
484,0
365,0
92,24
172,32
361,42
697,18
687,40
541,24
572,43
559,36
350,13
177,8
338,0
237,28
239,0
260,0
176,2
331,0
91,4
671,-10
175,0
498,4
69,2
491,0
433,95
322,23
589,4
156,0
450,11
317,43
234,48
429,14
381,53
411,0
644,-39
318,0
2,48
489,0
113,0
81,8
231,18
328,0
668,23
281,8
306,0
515,40
537,2
267,3
300,75
185,0
189,0
65,11
298,0
479,36
375,31
48,4
29,9
423,41
452,6
568,26
310,30
431,23
654,4
358,0
533,20
39,4
553,26
136,0
449,0
140,54
123,17
387,46
355,7
20,17
21,0
192,26
613,61
435,23
38,0
536,10
76,2
181,0
165,0
494,9
205,0
245,6
341,36
194,0
111,0
59,0
416,93
455,67
314,45
688,63
576,10
425,50
401,11
44,18
82,0
72,25
641,42
345,10
443,5
127,0
544,12
118,12
662,27
510,16
190,0
229,19
617,52
698,-15
333,0
204,0
404,2
561,27
385,0
683,-6
50,17
680,-86
332,44
446,21
624,31
8,7
657,60
169,0
193,0
556,18
426,22
629,-2
475,0
461,31
233,84
289,0
383,8
658,-83
149,0
659,27
99,2
141,0
493,0
410,2
470,0
272,45
636,81
645,3
217,0
295,0
663,-44
188,0
182,0
665,-46
371,0
360,7
690,34
490,0
427,0
235,33
257,0
460,26
434,45
647,67
17,0
282,0
485,57
480,86
530,19
117,0
699,-72
582,53
396,0
167,0
296,0
13,0
502,0
155,0
356,6
171,8
357,63
63,14
353,0
558,0
24,0
73,51
409,28
414,0
276,0
160,8
30,0
285,28
578,17
62,0
302,0
609,-44
384,17
570,13
528,12
364,2
288,0
511,2
448,14
215,0
105,0
370,68
669,50
121,0
19,8
225,77
266,0
635,-18
271,0
346,0
575,8
124,0
184,0
632,51
128,10
340,0
661,13
5,49
80,14
148,61
283,23
45,8
70,0
79,10
359,2
232,0
11,0
581,25
236,0
513,56
147,0
220,11
638,16
527,29
97,0
531,25
294,15
348,8
369,50
611,12
85,8
557,0
660,-32
264,0
424,0
525,9
170,0
560,36
631,-88
418,21
694,32
468,2
605,-52
380,0
618,-51
90,0
550,20
651,-43
96,34
95,18
439,1
307,63
522,44
89,0
521,35
16,2
280,47
131,87
532,25
458,60
304,41
517,79
467,0
471,0
649,-33
55,1
389,17
115,0
138,0
226,17
201,56
130,0
179,0
252,3
441,0
464,17
600,22
639,29
64,2
1,37
293,0
334,0
109,25
604,43
329,21
386,0
246,26
108,10
565,22
584,19
146,4
159,0
459,0
316,0
633,-98
382,0
422,0
198,0
174,1
403,0
12,0
278,0
83,1
585,7
154,0
577,49
