41,1141,4
16,2039,3
33,1176,4
22,1245,4
57,852,3
104,778,3
71,1407,4
51,67,3
4,278,2
12,2382,2
16,1585,0
17,1354,4
8,1648,4
2,2391,4
1,745,3
57,426,4
44,2141,4
13,2072,0
9,2176,4
2,456,1
3,2377,2
3,380,4
66,2587,4
45,2385,1
2,2022,2
54,2558,4
57,2532,4
1,2330,3
16,1595,1
7,286,1
17,1724,1
1,306,2
1,2065,3
57,651,3
7,174,4
13,2409,0
1,1925,4
13,436,3
16,2173,0
65,150,4
12,424,3
53,1955,3
8,2233,3
13,757,1
14,1814,4
143,1520,4
8,553,2
11,2212,2
159,622,3
4,2291,3
2,1865,0
57,1619,4
9,807,0
22,915,4
133,2112,2
75,1500,3
41,32,3
48,589,4
83,985,4
6,219,2
14,2035,3
57,497,4
85,2366,4
2,200,0
13,2450,1
7,2246,3
8,1692,0
65,1852,1
7,611,0
12,1801,4
22,841,4
109,2452,3
47,2515,0
85,2053,4
7,2373,4
33,1256,3
1,1258,4
12,248,4
1,258,4
16,1086,0
65,1122,3
13,1390,2
16,1003,4
12,957,4
11,2462,4
1,2000,1
21,2153,4
16,63,0
3,904,2
4,1742,3
1,2584,2
2,481,0
1,496,1
65,2258,4
12,1970,3
3,752,4
52,2528,3
16,1002,1
4,712,4
21,291,3
7,1855,1
76,1754,2
36,982,4
55,75,3
16,2361,4
14,2157,3
2,879,2
11,1837,3
12,2484,4
3,2564,1
3,1952,2
13,1792,0
57,1646,3
5,1,4
3,2650,4
70,104,3
24,1283,3
3,1511,4
28,408,3
7,47,0
29,2134,2
16,552,1
1,1708,3
102,2650,4
4,2201,0
29,1742,3
20,609,3
3,1599,4
44,553,4
13,1524,1
106,1531,0
9,2259,1
33,945,3
55,897,2
16,2264,4
13,1288,3
3,1684,4
119,2539,2
1,236,2
16,836,2
53,514,4
66,1859,2
106,1182,2
13,1825,2
47,1605,3
1,2252,3
8,2521,3
13,944,4
54,2018,4
2,2443,3
29,1128,4
8,1667,1
31,2646,4
8,1656,3
76,2525,3
4,1326,0
3,1704,2
163,2643,3
1,2053,3
8,331,3
30,1690,4
39,1010,4
118,2536,4
105,468,4
57,702,3
12,2433,2
7,1976,3
141,310,4
3,471,1
133,1977,4
2,1140,3
2,358,2
4,1685,2
9,1458,4
4,2244,4
93,1928,1
131,2484,2
29,1861,4
7,1044,4
11,1160,3
3,2353,1
8,2442,3
2,2401,2
66,1802,3
7,1505,0
53,1076,4
29,2239,3
8,887,0
75,2011,2
54,2449,4
2,2255,4
13,1848,3
11,2206,1
14,2030,4
7,2438,2
56,2335,3
13,1946,1
65,2237,2
13,1031,3
16,2562,4
3,1057,3
11,2421,2
13,1857,1
2,797,2
12,1088,1
1,1881,1
151,1308,4
54,466,4
2,225,2
14,2025,4
3,2331,4
26,158,4
8,1495,4
2,1991,0
13,377,4
44,712,4
16,1632,2
2,2304,1
77,2294,4
102,2172,3
1,534,1
23,15,4
118,1982,0
13,2201,4
1,1059,2
2,985,2
2,1837,0
35,1174,0
146,1520,4
17,731,4
2,1688,4
16,485,3
12,1065,2
7,551,3
52,955,2
148,1358,1
9,205,2
7,1403,3
8,1430,1
36,61,0
60,867,1
1,2662,2
2,2133,1
26,2311,2
54,1378,4
37,1304,3
8,568,4
14,2373,4
110,49,0
13,2372,2
58,37,4
8,2118,3
55,1616,4
4,1557,4
12,684,4
59,603,2
15,1136,4
12,2541,0
3,2066,0
7,684,4
1,1599,4
91,219,4
41,922,2
55,2092,0
2,2573,1
16,276,1
54,2551,4
2,2410,3
34,2041,2
16,1601,3
12,1769,2
57,844,2
21,382,4
1,470,4
3,1371,4
55,2594,3
9,2235,2
53,571,3
76,1188,2
2,385,4
4,643,3
29,2269,2
8,2594,1
6,923,4
40,2061,4
13,2162,2
3,877,4
16,30,2
44,699,4
32,1604,0
4,1486,4
7,399,4
54,1623,4
115,1318,3
56,141,0
14,439,3
77,140,0
143,91,4
26,1549,3
8,2654,2
12,2626,4
3,2396,2
107,2275,4
55,1642,4
57,2023,3
58,691,1
12,1185,3
16,1305,2
51,1021,2
101,482,2
1,345,3
8,213,4
12,1965,4
4,1053,3
129,816,0
14,2155,2
4,1609,2
62,1579,4
44,1807,4
15,1851,4
3,991,0
32,1483,0
26,2595,4
8,742,3
39,188,3
7,1333,0
1,165,3
75,200,0
61,241,4
54,1506,0
3,2601,2
16,1066,0
3,2589,4
12,981,3
3,704,0
2,519,0
8,487,4
2,974,3
26,1652,3
159,364,1
1,687,1
44,723,4
156,1012,4
12,2126,2
7,1181,0
1,507,3
12,157,3
8,1711,1
3,2560,2
7,1287,0
14,2242,4
16,1113,1
7,649,3
8,686,4
61,322,4
102,2319,4
8,1811,0
34,1873,4
39,433,0
159,366,4
16,2463,3
3,2615,3
34,2605,4
54,437,4
3,1766,2
54,1636,4
75,1751,3
142,59,4
2,2062,1
4,2240,0
68,890,4
30,1467,1
56,331,3
65,1899,2
13,202,0
1,451,2
105,359,3
12,496,1
54,1526,4
90,2053,4
2,1143,1
21,2611,4
3,2096,2
4,156,2
1,1589,2
13,468,4
37,799,4
30,2513,3
3,604,2
2,1753,0
8,1300,2
3,1205,2
8,105,3
2,945,2
2,478,1
2,1400,2
1,1474,4
79,1627,4
21,1585,4
7,1089,4
16,2335,1
7,2033,0
26,520,0
13,382,2
54,939,0
85,1386,2
1,1770,0
30,266,4
8,2605,3
76,1964,3
13,1660,1
16,24,4
1,1064,3
8,1813,1
45,525,4
57,460,2
16,101,4
1,2086,2
11,385,4
16,2529,0
12,771,1
1,1899,3
33,1270,4
5,2194,3
7,2294,4
3,1855,2
22,2145,4
9,2105,4
14,1536,0
13,721,1
53,1484,4
79,208,4
102,1047,2
4,491,3
30,1812,4
24,902,4
52,2157,3
3,181,4
3,1974,3
3,489,3
33,1400,2
127,2561,4
25,2123,4
13,1333,4
2,1897,4
3,612,4
84,1973,0
40,546,4
13,2378,3
